id,name,x,y,w,h,kind,nation,side,terrain,urban,vp,fort,supply,port,resource,capital,wehrkreis,attack_requires_event,beach_letter
1,Beachhead C,442,551,54,53,beach,sea,neutral,,false,,false,,false,,false,,,C
392,Orsha Mogilev,1745,505,60,60,land,su,allied,forest,false,,false,,false,,false,,
393,Gomel,1780,601,59,59,land,su,allied,forest,false,,false,,false,,false,,
394,Chernigov,1848,671,59,60,land,su,allied,clear,false,,false,,false,,false,,
395,Konotop,1946,632,59,61,land,su,allied,clear,false,,false,,false,,false,,
396,Krusk,2063,667,60,59,land,su,allied,clear,false,,false,,false,,false,,
397,Voronezh,2194,651,62,62,land,su,allied,clear,false,,false,,false,,false,,
398,Elets,2189,560,62,61,land,su,allied,clear,false,,false,,false,,false,,
399,Mikhaylovska,2250,740,61,58,land,su,allied,clear,false,,false,,false,,false,,
400,Orel,2035,562,63,63,land,su,allied,clear,false,1,false,,false,,false,,
401,Tula,2150,462,66,68,land,su,allied,clear,true,1,false,,false,,false,,
402,Kaluga,2045,466,60,58,land,su,allied,forest,false,,false,,false,,false,,
403,Moscow,2122,376,66,65,land,su,allied,clear,true,1,false,,false,,true,,taifun
404,Mozhaisk,2015,369,61,61,land,su,allied,forest,false,,false,,false,,false,,
405,Kalinin,2057,284,63,62,land,su,allied,forest,false,,false,,false,,false,,
406,Rzhev,1936,306,62,60,land,su,allied,forest,false,,false,,false,,false,,
407,Vyazma,1932,398,60,60,land,su,allied,forest,false,,false,,false,,false,,
408,Roslav Yenya,1924,472,58,59,land,su,allied,forest,false,,false,,false,,false,,
409,Bryansk,1928,548,60,60,land,su,allied,forest,false,,false,,false,,false,,
410,Yaroslavl,2170,249,61,60,land,su,allied,forest,false,,false,,false,,false,,
411,Rybinsk,2056,197,62,62,land,su,allied,forest,false,,false,,false,,false,,
412,Homs,2065,1791,60,60,land,sy,allied,desert,false,,false,,false,,false,,
